Category,Type,Brand Name,Size,Strength,Retailer margin,Round Off,Special Purpose Fee,MRP,Bottle/case,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE BLUE PRIME GRAIN WHISKY,500 ml,25,24.74,6.9,15,400,18,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE BLUE PRIME GRAIN WHISKY,750  ml,25,37.1,7.85,15,590,12,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE DELUXE WHISKY,180 ml,25,7.74,6.76,5,130,48,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE DELUXE WHISKY,375 ml,25,16.03,0,5,250,24,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE DELUXE WHISKY,500 ml,25,20.67,9.04,5,330,18,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE DELUXE WHISKY,750  ml,25,32.06,5.01,5,500,12,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE ELITE WHISKY,180 ml,25,,,,140,48,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE ELITE WHISKY,375 ml,25,,,,280,24,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE ELITE WHISKY,500 ml,25,,,,360,18,,,,,,,,,,,,,,,,
IMFL,Whisky,OFFICER'S CHOICE ELITE WHISKY,750  ml,25,,,,540,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Officers Choice Blue Prime Grain Whisky (Gift Pack),750  ml,25,,,,590,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Old Admiral Deluxe Whisky,180 ml,25,7.74,6.76,5,130,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Old Admiral Deluxe Whisky,375 ml,25,16.03,0,5,250,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Old Admiral Deluxe Whisky,750  ml,25,32.06,5.01,5,500,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Old Habbit Whisky,180 ml,25,,,,220,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Old Habbit Whisky,375 ml,25,,,,400,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Old Habbit Whisky,750  ml,25,,,,750,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Passport Scotch Whisky,750  ml,25,101.64,6.43,90,1650,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Paul John Indian Single Malt Whisky - Bold,750  ml,25,211.12,2.9,110,3340,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Paul John Indian Single Malt Whisky - Brilliance,750  ml,25,211.12,2.9,110,3340,12,,,,,,,,,,,,,,,,
IMFL,Whisky,"PAUL JOHN INDIAN SINGLE MALT WHISKY, NIRVANA UNPEATED",750  ml,25,161.29,4.61,100,2570,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Peter Cat Fine Grain Whisky,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Peter Cat Fine Grain Whisky,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Peter Cat Fine Grain Whisky,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,REGAL TALONS DELUXE RARE GENERATION WHISKY,180 ml,25,,,,170,48,,,,,,,,,,,,,,,,
IMFL,Whisky,REGAL TALONS DELUXE RARE GENERATION WHISKY,375 ml,25,,,,330,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Rock Sea Fine Whisky,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Rock Sea Fine Whisky,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Rock Sea Fine Whisky,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,ROCKDOVE PREMIUM WHISKY,180 ml,25,12.07,0.56,35,220,48,,,,,,,,,,,,,,,,
IMFL,Whisky,ROCKDOVE PREMIUM WHISKY,375 ml,25,24.86,4.97,35,420,24,,,,,,,,,,,,,,,,
IMFL,Whisky,ROCKDOVE PREMIUM WHISKY,750  ml,25,,,35,800,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Rockford Classic Finest Blended Whisky,375 ml,25,28.34,6.87,60,500,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Rockford Classic Finest Blended Whisky,750  ml,25,56.67,3.74,60,930,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge American Pride Fine Gold Whisky,180 ml,25,13.81,8.88,60,280,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge American Pride Fine Gold Whisky,750  ml,25,56.91,0.07,60,930,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge Finest Premium Whisky,180 ml,25,10.98,7.2,35,210,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge Finest Premium Whisky,375 ml,25,22.65,8.73,35,380,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge Finest Premium Whisky,750  ml,25,45.31,2.45,35,730,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge Premium Gold Whisky,180 ml,25,,,,210,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge Premium Gold Whisky,375 ml,25,,,,390,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge Premium Gold Whisky,750  ml,25,,,,730,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Challenge Premium Gold Whisky - Gift Pack,750  ml,25,,,,730,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Gentleman Premium Whisky,375 ml,25,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Gentleman Premium Whisky,500 ml,25,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Royal Gentleman Premium Whisky,750  ml,25,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,ROYAL GREEN PREMIUM BLENDED WHISKY,180 ml,25,11.01,6.71,35,210,48,,,,,,,,,,,,,,,,
IMFL,Whisky,ROYAL GREEN PREMIUM BLENDED WHISKY,375 ml,25,22.72,7.76,35,390,24,,,,,,,,,,,,,,,,
IMFL,Whisky,ROYAL GREEN PREMIUM BLENDED WHISKY,750  ml,25,45.31,2.45,35,730,12,,,,,,,,,,,,,,,,
IMFL,Whisky,ROYAL LANCER WHISKY,375 ml,50,6.47,1.11,0,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,ROYAL LANCER WHISKY,750  ml,50,12.94,2.22,0,200,12,,,,,,,,,,,,,,,,
IMFL,Whisky,ROYAL RANTHAMBORE HERITAGE COLLECTION ROYAL CRAFTED RESERVE WHISKY,180 ml,25,,,,510,48,,,,,,,,,,,,,,,,
IMFL,Whisky,ROYAL RANTHAMBORE HERITAGE COLLECTION ROYAL CRAFTED RESERVE WHISKY,375 ml,25,,,,950,24,,,,,,,,,,,,,,,,
IMFL,Whisky,ROYAL RANTHAMBORE HERITAGE COLLECTION ROYAL CRAFTED RESERVE WHISKY,750  ml,25,,,,1790,12,,,,,,,,,,,,,,,,
OS,Whisky,Royal Salute 21 Years Old Blended Scotch Whisky,700 ml,25,,,,14110,12,,,,,,,,,,,,,,,,
OS,Whisky,SCAPA GLANSA SINGLE MALT SCOTCH WHISKY,700 ml,25,,,,6610,12,,,,,,,,,,,,,,,,
OS,Whisky,SCAPA SKIREN SINGLE MALT SCOTCH WHISKY,700 ml,25,,,,6330,12,,,,,,,,,,,,,,,,
OS,Whisky,Scottish Leader Blended Scotch Whisky,750  ml,25,119.95,6.44,90,1930,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Royal Stag Classic Whisky,180 ml,25,,,,200,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Royal Stag Classic Whisky,375 ml,25,,,,370,24,,,,,,,,,,,,,,,,
OSBI,Whisky,Seagrams 100 Pipers Blended Scotch Whisky Aged 12 Years(GIFT PACK),750  ml,25,,,,2340,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Imperial Blue Classic Grain Whisky ( GIFT PACK),750  ml,25,,,,590,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Royal Stag Blended Whisky (GIFT PACK),750  ml,25,,,,710,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Seagrams 100 Pipers Blended Scotch Whisky Aged 12 Years,750  ml,25,146.24,4.64,100,2340,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Seagrams 100 Pipers Deluxe Blended Scotch Whisky,180 ml,25,25.63,8.18,80,480,48,,,,,,,,,,,,,,,,
OSBI,Whisky,Seagrams 100 Pipers Deluxe Blended Scotch Whisky,375 ml,25,52.6,5.93,80,890,24,,,,,,,,,,,,,,,,
OSBI,Whisky,Seagrams 100 Pipers Deluxe Blended Scotch Whisky,750  ml,25,105.21,1.87,80,1690,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Seagrams 100 Pipers Deluxe Blended Scotch Whisky (GIFT PACK),750  ml,25,105.21,1.87,80,1690,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Blenders Pride Reserve Collection Whisky,180 ml,25,16.66,5.37,60,320,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Blenders Pride Reserve Collection Whisky,375 ml,25,34.22,6.94,60,590,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Blenders Pride Reserve Collection Whisky,750  ml,25,68.44,3.88,60,1110,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Blenders Pride Reserve Collection Whisky (GIFT PACK),750  ml,25,68.44,3.88,60,1110,12,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS BLENDERS PRIDE SELECT PREMIUM WHISKY,180 ml,25,13.8,9.05,50,270,48,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS BLENDERS PRIDE SELECT PREMIUM WHISKY,375 ml,25,28.4,5.95,50,490,24,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS BLENDERS PRIDE SELECT PREMIUM WHISKY,750  ml,25,56.79,1.91,50,920,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Blenders Pride Ultra Premium Whisky,180 ml,25,,,,270,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Blenders Pride Ultra Premium Whisky,375 ml,25,,,,490,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Imperial Black Exquisite Grain Whisky,180 ml,25,9.93,3.14,25,180,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Imperial Black Exquisite Grain Whisky,375 ml,25,20.54,1.11,25,340,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Imperial Black Exquisite Grain Whisky,750  ml,25,41.07,7.22,25,660,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Imperial Blue Authentic Grain Whisky,375 ml,25,,,,300,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Imperial Blue Authentic Grain Whisky,750  ml,25,,,,590,12,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS IMPERIAL BLUE CLASSIC GRAIN WHISKY,180 ml,25,8.97,7.96,15,160,48,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS IMPERIAL BLUE CLASSIC GRAIN WHISKY,375 ml,25,18.55,1.42,15,300,24,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS IMPERIAL BLUE CLASSIC GRAIN WHISKY,750  ml,25,37.1,7.85,15,590,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Royal Stag Barrel Select Whisky,180 ml,25,11.55,8.44,35,220,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Royal Stag Barrel Select Whisky,375 ml,25,23.83,0.72,35,400,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Royal Stag Barrel Select Whisky,750  ml,25,47.66,6.44,35,770,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Seagrams Royal Stag Barrel Select Whisky (GIFT PACK),750  ml,25,47.66,6.44,35,770,12,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS ROYAL STAG BLENDED WHISKY,180 ml,25,10.58,3.3,35,200,48,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS ROYAL STAG BLENDED WHISKY,375 ml,25,21.85,0.94,35,370,24,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS ROYAL STAG BLENDED WHISKY,500 ml,25,29.14,9.59,35,490,18,,,,,,,,,,,,,,,,
IMFL,Whisky,SEAGRAMS ROYAL STAG BLENDED WHISKY,750  ml,25,43.71,6.89,35,710,12,,,,,,,,,,,,,,,,
IMFL,Whisky,SENEOR Premium Whisky,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,SENEOR Premium Whisky,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,SEVENTH HEAVEN BLUE ULTRA PREMIER GRAIN WHISKY,180 ml,25,,,,320,48,,,,,,,,,,,,,,,,
IMFL,Whisky,SEVENTH HEAVEN BLUE ULTRA PREMIER GRAIN WHISKY,375 ml,25,,,,590,24,,,,,,,,,,,,,,,,
IMFL,Whisky,SEVENTH HEAVEN BLUE ULTRA PREMIER GRAIN WHISKY,750  ml,25,,,,1110,12,,,,,,,,,,,,,,,,
OS,Whisky,SHIN CLASSIC WHITE OAK WHISKY,500 ml,25,,,,4020,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Signature Premier Grain Whisky,180 ml,25,14.05,5.29,50,270,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Signature Premier Grain Whisky,375 ml,25,28.89,8.42,50,500,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Signature Premier Grain Whisky,750  ml,25,57.78,6.84,50,940,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Signature Premier Grain Whisky- Gift Pack,750  ml,25,57.78,6.84,50,940,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Signature Rare Aged Whisky,180 ml,25,,,,260,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Signature Rare Aged Whisky,375 ml,25,,,,480,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Signature Rare Aged Whisky,750  ml,25,,,,426,12,,,,,,,,,,,,,,,,
IMFL,Whisky,SKDS PARKEY,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,SKDS PARKEY,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,SKDS PARKEY,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Solan Number One Black Rare & Premium Whisky,180 ml,25,,,,180,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Solan Number One Black Rare & Premium Whisky,375 ml,25,,,,350,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Solan Number One Black Rare & Premium Whisky,750  ml,25,41.67,8.03,25,670,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Something Special Specially Selected Blended Scotch Whisky,750  ml,25,112.84,5.2,90,1820,12,,,,,,,,,,,,,,,,
IMFL,Whisky,SSPL Grand Knight,375 ml,50,,,,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,SSPL Grand Knight,500 ml,50,,,,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,SSPL Grand Knight,750  ml,50,,,,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Sterling Reserve B10 Premium Blended Whisky,180 ml,25,14.05,5.29,50,270,48,,,,,,,,,,,,,,,,
IMFL,Whisky,Sterling Reserve B10 Premium Blended Whisky,375 ml,25,28.89,8.42,50,500,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Sterling Reserve B10 Premium Blended Whisky,750  ml,25,57.78,6.84,50,940,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Sterling Reserve B10 Premium Blended Whisky (Gift Pack),750  ml,25,57.78,6.84,50,940,12,,,,,,,,,,,,,,,,
IMFL,Whisky,STERLING RESERVE B7 CLASSIQUE BLENDED WHISKY,180 ml,25,9.93,3.14,25,180,48,,,,,,,,,,,,,,,,
IMFL,Whisky,STERLING RESERVE B7 CLASSIQUE BLENDED WHISKY,375 ml,25,20.54,1.11,25,340,24,,,,,,,,,,,,,,,,
IMFL,Whisky,STERLING RESERVE B7 CLASSIQUE BLENDED WHISKY,750  ml,25,41.07,7.22,25,660,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Sterling Reserve B7 Classique Blended Whisky (Gift Pack),750  ml,25,41.07,7.22,25,660,12,,,,,,,,,,,,,,,,
IMFL,Whisky,STERLING RESERVE B7 SPLENDOUR BLENDED WHISKY,180 ml,25,,,,200,48,,,,,,,,,,,,,,,,
IMFL,Whisky,STERLING RESERVE B7 SPLENDOUR BLENDED WHISKY,375 ml,25,,,,370,24,,,,,,,,,,,,,,,,
IMFL,Whisky,STERLING RESERVE B7 SPLENDOUR BLENDED WHISKY,750  ml,25,,,,710,12,,,,,,,,,,,,,,,,
IMFL,Whisky,Sumo Special Whisky,375 ml,50,6.38,2.53,0,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,Sumo Special Whisky,500 ml,50,8.5,0.05,0,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,Sumo Special Whisky,750  ml,50,12.75,0.07,0,195,12,,,,,,,,,,,,,,,,
OS,Whisky,Suntory Whisky Toki,700 ml,25,217.63,3.32,110,3440,12,,,,,,,,,,,,,,,,
OS,Whisky,Talisker 10 YO Single Malt Scotch Whisky,750  ml,25,,,,4200,12,,,,,,,,,,,,,,,,
OS,Whisky,TAMERLANE BLENDED SCOTCH WHISKY,750  ml,25,,,,2270,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers 50 Blended Scotch Whisky,180 ml,25,35.93,0.81,100,650,48,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers 50 Blended Scotch Whisky,375 ml,25,,,100,1230,24,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers 50 Blended Scotch Whisky,750  ml,25,147.11,1.32,100,2350,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers 50 Blended Scotch Whisky (Gift Pack),750  ml,25,147.11,1.32,100,2350,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers Golden Thistle Blended Scotch Whisky,750  ml,25,162.68,3.3,100,2590,12,,,,,,,,,,,,,,,,
OS,Whisky,Teachers Highland Cream Blended Scotch Whisky,1000 ml,25,,,,2200,,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers Highland Cream Blended Scotch Whisky,180 ml,25,27.12,5.5,90,510,48,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers Highland Cream Blended Scotch Whisky,375 ml,25,55.61,0,90,940,24,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers Highland Cream Blended Scotch Whisky,750  ml,25,,,,1790,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers Highland Cream Blended Scotch Whisky (Gift Pack),750  ml,25,,,,1790,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Teachers Origin Blended Scotch Whisky,750  ml,25,,,,2700,12,,,,,,,,,,,,,,,,
OS,Whisky,The Ardmore Highland Single Malt Scotch Whisky,700 ml,25,,,,2680,12,,,,,,,,,,,,,,,,
OS,Whisky,The Dalmore 12 Years Old Single Highland Malt Scotch Whisky,700 ml,25,,,,7550,12,,,,,,,,,,,,,,,,
OS,Whisky,The Glen Grant Single malt Scotch Whisky Aged 10 Years,750  ml,25,223.76,9.71,110,3540,12,,,,,,,,,,,,,,,,
OS,Whisky,The Glen Grant Single malt Scotch Whisky Aged 12 Years,750  ml,25,249.03,3.34,110,3920,12,,,,,,,,,,,,,,,,
OS,Whisky,The Glen Grant Single malt Scotch Whisky Aged 18 Years,750  ml,25,,,,7340,12,,,,,,,,,,,,,,,,
OS,Whisky,THE GLENGARRY HIGHLAND BLENDED SCOTCH WHISKY,750  ml,25,117.23,8.01,90,1890,12,,,,,,,,,,,,,,,,
OS,Whisky,The Glenlivet 12YO Single Malt Scotch Whisky,750  ml,25,242.71,0.07,110,3820,12,,,,,,,,,,,,,,,,
OS,Whisky,THE GLENLIVET 21 Y.O SINGLE MALT SCOTCH WHISKY,700 ml,25,,,,14870,12,,,,,,,,,,,,,,,,
OS,Whisky,The Glenlivet Single Malt Scotch Whisky 15 YO,700 ml,25,,,,4690,12,,,,,,,,,,,,,,,,
OS,Whisky,The Glenlivet Single Malt Scotch Whisky 18 YO,700 ml,25,,,,6960,12,,,,,,,,,,,,,,,,
OS,Whisky,THE GLENLIVET XXV SINGLE MALT SCOTCH WHISKY,700 ml,25,,,,27670,12,,,,,,,,,,,,,,,,
IMFL,Whisky,The Hawkston Noble Reserve Superior Quality Whisky,375 ml,25,23.76,1.82,45,410,24,,,,,,,,,,,,,,,,
IMFL,Whisky,The Hawkston Noble Reserve Superior Quality Whisky,750  ml,25,47.52,8.65,45,780,12,,,,,,,,,,,,,,,,
IMFL,Whisky,The Rockford Reserve Fine And Rare Whisky,375 ml,25,35.32,0.04,70,610,24,,,,,,,,,,,,,,,,
IMFL,Whisky,The Rockford Reserve Fine And Rare Whisky,750  ml,25,70.65,0.07,70,1150,12,,,,,,,,,,,,,,,,
OS,Whisky,The Singleton of Glendullan 12YO Single Malt Scotch Whisky,750  ml,25,,,,3330,12,,,,,,,,,,,,,,,,
OS,Whisky,The Singleton of Glendullan Aged 15 Years Single Malt Scotch Whisky,750  ml,25,,,,5380,12,,,,,,,,,,,,,,,,
OS,Whisky,The Singleton of Glendullan Aged 18 Years Single Malt Scotch Whisky,750  ml,25,,,,6230,12,,,,,,,,,,,,,,,,
OS,Whisky,The Yamazaki Distillers Reserve Single Malt Japanese Whisky,700 ml,25,,,,10340,12,,,,,,,,,,,,,,,,
IMFL,Whisky,TI MANSION HOUSE GOLD WHISKY,750  ml,25,,,,720,12,,,,,,,,,,,,,,,,
IMFL,Whisky,TOP 10 PREMIUM WHISKY,375 ml,50,6.38,2.53,0,100,24,,,,,,,,,,,,,,,,
IMFL,Whisky,TOP 10 PREMIUM WHISKY,500 ml,50,8.5,0.05,0,130,18,,,,,,,,,,,,,,,,
IMFL,Whisky,TOP 10 PREMIUM WHISKY,750  ml,50,12.75,0.07,0,195,12,,,,,,,,,,,,,,,,
IMFL,Whisky,TRIPLE EIGHT BLENDED WHISKY,180 ml,25,7.4,1.88,5,120,48,,,,,,,,,,,,,,,,
IMFL,Whisky,TRIPLE EIGHT BLENDED WHISKY,375 ml,25,15.34,0.57,5,240,24,,,,,,,,,,,,,,,,
IMFL,Whisky,TRIPLE EIGHT BLENDED WHISKY,750  ml,25,30.67,6.14,5,480,12,,,,,,,,,,,,,,,,
IMFL,Whisky,TRUE BLU RESERVE WHISKY,180 ml,25,8.15,0.5,15,140,48,,,,,,,,,,,,,,,,
IMFL,Whisky,TRUE BLU RESERVE WHISKY,375 ml,25,16.87,7.14,15,280,24,,,,,,,,,,,,,,,,
IMFL,Whisky,TRUE BLU RESERVE WHISKY,750  ml,25,33.74,9.29,15,540,12,,,,,,,,,,,,,,,,
OSBI,Whisky,Vat 69 Blended Scotch Whisky,180 ml,25,25.32,3.01,90,480,48,,,,,,,,,,,,,,,,
OSBI,Whisky,Vat 69 Blended Scotch Whisky,750  ml,25,,,90,1680,12,,,,,,,,,,,,,,,,
OSBI,Whisky,VAT 69 Blended Scotch Whisky (GIFT PACK),750  ml,25,,,90,1680,12,,,,,,,,,,,,,,,,
OSBI,Whisky,William Lawsons Blended Scotch Whisky Select,180 ml,25,20.1,2.73,80,390,48,,,,,,,,,,,,,,,,
OSBI,Whisky,William Lawsons Blended Scotch Whisky Select,375 ml,25,41.25,9.41,80,720,24,,,,,,,,,,,,,,,,
OSBI,Whisky,William Lawsons Blended Scotch Whisky Select,750  ml,25,82.51,8.83,80,1350,12,,,,,,,,,,,,,,,,
OSBI,Whisky,William Lawsons Blended Scotch Whisky,375 ml,25,,,,870,24,,,,,,,,,,,,,,,,
OSBI,Whisky,William Lawsons Blended Scotch Whisky,750  ml,25,,,,1640,12,,,,,,,,,,,,,,,,
OS,Whisky,Woodford Reserve,750  ml,25,,,,4810,12,,,,,,,,,,,,,,,,
OS,Whisky,Yamazakura Japanese Whisky,700 ml,25,372.9,9.98,210,5920,12,,,,,,,,,,,,,,,,
OS,Wine,AG Forty Seven Chardonnay,750  ml,25,,,,1195,12,,,,,,,,,,,,,,,,
OS,Wine,AG Forty Seven Malbec Shiraz,750  ml,25,,,,1195,12,,,,,,,,,,,,,,,,
OS,Wine,Albert Bichot Chateau De Varennes Beaujolaise Villages Wine,750  ml,25,,,,2530,12,,,,,,,,,,,,,,,,
OS,Wine,Antares Cabernet Sauvignon,750  ml,12.5 %V/V,76.42,1.9,10,1180,12,,,,,,,,,,,,,,,,
OS,Wine,Antares Carmenere,750  ml,12.5 %V/V,76.42,1.9,10,1180,12,,,,,,,,,,,,,,,,
OS,Wine,Antares Chardonnay,750  ml,12.5 %V/V,76.42,1.9,10,1180,12,,,,,,,,,,,,,,,,
OS,Wine,Antares Sauvignon Blanc,750  ml,12.5 %V/V,76.42,1.9,10,1180,12,,,,,,,,,,,,,,,,
OS,Wine,Antares Shiraz,750  ml,13 %V/V,76.42,1.9,10,1180,12,,,,,,,,,,,,,,,,
OS,Wine,Antinori Peppoli Chianti Classico,750  ml,13.5 %V/V,262.09,3.73,10,4020,12,,,,,,,,,,,,,,,,
OS,Wine,Antinori Tignanello Toscana,750  ml,14 %V/V,1727.26,2.65,10,26415,12,,,,,,,,,,,,,,,,
OS,Wine,B & G Merlot Reserve Wine,750  ml,,,,,1620,12,,,,,,,,,,,,,,,,
OS,Wine,B & G Passeport Cotes du Rhone,750  ml,,,,,2025,12,,,,,,,,,,,,,,,,
OS,Wine,Black Tower Dornfelder Pinot Noir,750  ml,,,,,1590,12,,,,,,,,,,,,,,,,
OS,Wine,Black Tower Riesling,750  ml,10.5 %V/V,102.13,3.92,10,1575,12,,,,,,,,,,,,,,,,
OS,Wine,BONACHI BRUNELLO DI MONTALCINO,750  ml,14.5 %V/V,403.45,2.98,10,6180,12,,,,,,,,,,,,,,,,
OS,Wine,Born West Cabernet Sauvignon Wine,750  ml,,,,,1930,12,,,,,,,,,,,,,,,,
OS,Wine,Boscoselvo Brunello Di Montalcino,750  ml,14.5 %V/V,518.11,0.3,10,7930,12,,,,,,,,,,,,,,,,
OS,Wine,Brancot Estate Sauvignon Blanc,750  ml,13.5 %V/V,136.14,4.05,10,2095,12,,,,,,,,,,,,,,,,
OS,Wine,Brancott Estate Pinot Noir,750  ml,,,,,2620,12,,,,,,,,,,,,,,,,
IMFL,Wine,BRO CODE KRAFT SEKT,375 ml,15 %V/V,10.86,3.98,3.98,180,24,,,,,,,,,,,,,,,,
OS,Wine,Bush Ballad Chardonnay Wine,750  ml,,,,,1270,12,,,,,,,,,,,,,,,,
OS,Wine,Bush Ballad Shiraz Wine,750  ml,14 %V/V,82.21,3.39,10,1270,12,,,,,,,,,,,,,,,,
OS,Wine,Calappiano Prosecco,750  ml,,,,,2810,12,,,,,,,,,,,,,,,,
OS,Wine,CAMAS MERLOT,750  ml,13.5 %V/V,92.22,0.32,10,1420,12,,,,,,,,,,,,,,,,
OS,Wine,CAMAS PINOT NOIR,750  ml,13 %V/V,106.51,1.95,10,1640,12,,,,,,,,,,,,,,,,
OS,Wine,CAMAS SYRAH ROSE,750  ml,,,,,1520,12,,,,,,,,,,,,,,,,
OS,Wine,CAMPO VIEJO RIOJA BLANCO,750  ml,,,,,1615,12,,,,,,,,,,,,,,,,
